section,day,subject,start_time,end_time,room,professor
K1,Wed,MPWS,10:30,11:30,DG-04,LKS
K1,Wed,CAMD,10:30,11:30,CF-01,YS
K1,Wed,BME,13:30,14:30,CF-13,YS
K1,Wed,Sports-I,14:30,15:30,,
K2,Wed,M,08:30,09:30,CG-09,SKB
K2,Wed,MPWS,10:30,11:30,DG-04,LKS
K2,Wed,CAMD,10:30,11:30,CF-01,YS
K2,Wed,BME,13:30,14:30,CF-13,YS
K2,Wed,Sports-I,14:30,15:30,,
K1,Thu,PH,08:30,09:30,CS-05,SB
K1,Thu,CAMD,09:30,10:30,CS-05,YS
K1,Thu,CAMD,10:30,11:30,CF-01,YS
K1,Thu,MPWS,10:30,11:30,DG-04,LKS
K1,Thu,BEE,13:30,14:30,CF-13,SKG
K2,Thu,PH,08:30,09:30,CS-05,SB
K2,Thu,CAMD,09:30,10:30,CS-05,YS
K2,Thu,CAMD,10:30,11:30,CF-01,YS
K2,Thu,MPWS,10:30,11:30,DG-04,LKS
K2,Thu,BEE,13:30,14:30,CF-13,SKG
K1,Fri,PH LAB,08:30,10:30,CF-11,SKD
K1,Fri,EE LAB,08:30,10:30,BLG-18,SKG
K1,Fri,BME,10:30,11:30,CF-06,YS
K1,Fri,BEE,13:30,14:30,CS-05,SKG
K2,Fri,PH LAB,08:30,10:30,CF-11,SKD
K2,Fri,EE LAB,08:30,10:30,BLG-18,SKG
K2,Fri,BME,10:30,11:30,CF-06,YS
K2,Fri,BEE,13:30,14:30,CS-05,SKG
K1,Sat,EE LAB,08:30,10:30,BLG-18,SKG
K1,Sat,PH LAB,08:30,10:30,CF-10,NS
K1,Sat,M,11:30,12:30,CF-07,SKB
K1,Sat,PH,11:30,12:30,CF-14,SB
K2,Sat,EE LAB,08:30,10:30,BLG-18,SKG
K2,Sat,PH LAB,08:30,10:30,CF-10,NS
K2,Sat,M,11:30,12:30,CF-07,SKB
K2,Sat,PH,11:30,12:30,CF-14,SB
L1,Mon,BEE,08:30,09:30,CF-13,N Ag
L1,Mon,PH,09:30,10:30,CF-13,NS
L1,Mon,SWAYAM/NPTEL,10:30,11:30,,
L1,Mon,LG LAB,10:30,11:30,CS-23,SK
L1,Mon,M,13:30,14:30,CF-13,KP
L2,Mon,BEE,08:30,09:30,CF-13,N Ag
L2,Mon,PH,09:30,10:30,CF-13,NS
L2,Mon,SWAYAM/NPTEL,10:30,11:30,,
L2,Mon,LG LAB,10:30,11:30,CS-23,SK
L2,Mon,M,13:30,14:30,CF-13,KP
L1,Tue,BME,08:30,09:30,CF-14,HCN
L1,Tue,M,09:30,10:30,CF-14,KP
L1,Tue,LG LAB,10:30,11:30,CS-23,SK
L1,Tue,SWAYAM/NPTEL,11:30,12:30,,
L1,Tue,BEE,14:30,15:30,CF-08,N Ag
L2,Tue,BME,08:30,09:30,CF-14,HCN
L2,Tue,M,09:30,10:30,CF-14,KP
L2,Tue,LG LAB,10:30,11:30,CS-23,SK
L2,Tue,SWAYAM/NPTEL,11:30,12:30,,
L2,Tue,BEE,14:30,15:30,CF-08,N Ag
L1,Wed,MPWS,08:30,10:30,DG-04,LKS
L1,Wed,M,10:30,11:30,CF-13,KP
L1,Wed,PH,14:30,15:30,CF-14,NS
L2,Wed,CAMD,08:30,10:30,DS-08,HCN
L2,Wed,M,10:30,11:30,CF-13,KP
L2,Wed,PH,14:30,15:30,CF-14,NS
L1,Thu,BME,08:30,09:30,CF-07,HCN
L1,Thu,PH,09:30,10:30,CF-13,SKD
L1,Thu,M,10:30,11:30,CF-13,KP
L1,Thu,CSK,14:30,15:30,CF-14,DS
L2,Thu,BME,08:30,09:30,CF-07,HCN
L2,Thu,PH,09:30,10:30,CF-13,SKD
L2,Thu,M,10:30,11:30,CF-13,KP
L2,Thu,CSK,14:30,15:30,CF-14,DS
L1,Fri,Sports-I,09:30,10:30,,
L1,Fri,CSK,10:30,11:30,CF-14,DS
L1,Fri,PH,11:30,12:30,CF-14,SKD
L1,Fri,EE LAB,13:30,14:30,BLG-18,N Ag
L1,Fri,PH LAB,13:30,14:30,CF-11,NS
L2,Fri,Sports-I,09:30,10:30,,
L2,Fri,CSK,10:30,11:30,CF-14,DS
L2,Fri,PH,11:30,12:30,CF-14,SKD
L2,Fri,EE LAB,13:30,14:30,BLG-18,N Ag
L2,Fri,PH LAB,13:30,14:30,CF-11,NS
L1,Sat,CAMD,08:30,09:30,DS-08,HCN
L1,Sat,MPWS,08:30,09:30,DG-04,MPS
L1,Sat,CAMD,11:30,12:30,CF-06,HCN
L1,Sat,PH LAB,14:30,15:30,CF-11,SKD
L1,Sat,EE LAB,14:30,15:30,BLG-18,N Ag
L2,Sat,CAMD,08:30,09:30,DS-08,HCN
L2,Sat,MPWS,08:30,09:30,DG-04,MPS
L2,Sat,CAMD,11:30,12:30,CF-06,HCN
L2,Sat,PH LAB,14:30,15:30,CF-11,SKD
L2,Sat,EE LAB,14:30,15:30,BLG-18,N Ag
M1,Mon,CSK,08:30,09:30,CF-14,SK
M1,Mon,CAMD,09:30,10:30,CF-14,AB
M1,Mon,CAMD,10:30,11:30,CS-17,AB
M1,Mon,MPWS,10:30,11:30,DG-04,DSB
M1,Mon,M,13:30,14:30,CF-14,RM
M2,Mon,CSK,08:30,09:30,CF-14,SK
M2,Mon,CAMD,09:30,10:30,CF-14,AB
M2,Mon,CAMD,10:30,11:30,CS-17,AB
M2,Mon,MPWS,10:30,11:30,DG-04,DSB
M2,Mon,M,13:30,14:30,CF-14,RM
M1,Tue,CSK,09:30,10:30,CS-05,SK
M1,Tue,MPWS,10:30,11:30,DG-04,DSB
M1,Tue,CAMD,10:30,11:30,CS-17,AB
M1,Tue,Sports-I,11:30,12:30,,
M2,Tue,CSK,09:30,10:30,CS-05,SK
M2,Tue,MPWS,10:30,11:30,DG-04,DSB
M2,Tue,CAMD,10:30,11:30,CS-17,AB
M2,Tue,Sports-I,11:30,12:30,,
M1,Wed,M,09:30,10:30,CS-08,ST
M1,Wed,BEE,10:30,11:30,CS-08,RS
M1,Wed,PH,11:30,12:30,CS-08,SKD
M1,Wed,BME,13:30,14:30,CS-05,AB
M2,Wed,M,09:30,10:30,CS-08,ST
M2,Wed,BEE,10:30,11:30,CS-08,RS
M2,Wed,PH,11:30,12:30,CS-08,SKD
M2,Wed,BME,13:30,14:30,CS-05,AB
M1,Thu,BME,08:30,09:30,CS-08,AB
M1,Thu,BEE,09:30,10:30,CS-08,RS
M1,Thu,PH,11:30,12:30,CF-14,NS
M2,Thu,BME,08:30,09:30,CS-08,AB
M2,Thu,BEE,09:30,10:30,CS-08,RS
M2,Thu,PH,11:30,12:30,CF-14,NS
M1,Fri,SWAYAM/NPTEL,08:30,10:30,,
M1,Fri,M,10:30,11:30,CF-13,ST
M1,Fri,PH,11:30,12:30,CF-13,NS
M1,Fri,EE LAB,13:30,14:30,BLG-17,RS
M1,Fri,PH LAB,13:30,14:30,CF-10,PKS
M2,Fri,SWAYAM/NPTEL,08:30,10:30,,
M2,Fri,M,10:30,11:30,CF-13,ST
M2,Fri,PH,11:30,12:30,CF-13,NS
M2,Fri,EE LAB,13:30,14:30,BLG-17,RS
M2,Fri,PH LAB,13:30,14:30,CF-10,PKS
M1,Sat,LG LAB,08:30,10:30,CS-23,DS
M1,Sat,PH,10:30,11:30,CS-08,SKD
M1,Sat,M,11:30,12:30,CF-14,ST
M1,Sat,PH LAB,13:30,14:30,CF-10,SG
M1,Sat,EE LAB,13:30,14:30,BLG-17,RS
M2,Sat,LG LAB,08:30,10:30,CS-23,DS
M2,Sat,PH,10:30,11:30,CS-08,SKD
M2,Sat,M,11:30,12:30,CF-14,ST
M2,Sat,PH LAB,13:30,14:30,CF-10,SG
M2,Sat,EE LAB,13:30,14:30,BLG-17,RS
N1,Mon,BME,08:30,09:30,CF-03,HCN
N1,Mon,M,09:30,10:30,CF-03,RM
N1,Mon,EE LAB,10:30,12:30,BLG-18,SKG
N2,Mon,BME,08:30,09:30,CF-03,HCN
N2,Mon,M,09:30,10:30,CF-03,RM
N2,Mon,EE LAB,10:30,12:30,BLG-18,SKG
N1,Tue,Sports-I,08:30,09:30,,
N1,Tue,BEE,09:30,10:30,CS-05,SKG
N1,Tue,PH LAB,10:30,12:30,CF-10,MP
N1,Tue,SWAYAM/NPTEL,14:30,15:30,,
N2,Tue,Sports-I,08:30,09:30,,
N2,Tue,BEE,09:30,10:30,CS-05,SKG
N2,Tue,PH LAB,10:30,12:30,CF-10,MP
N2,Tue,SWAYAM/NPTEL,14:30,15:30,,
N1,Wed,CSK,08:30,09:30,CF-03,SC
N1,Wed,PH,09:30,10:30,CF-03,SG
N1,Wed,M,10:30,11:30,CF-03,RM
N1,Wed,LG LAB,13:30,14:30,CS-22,SC
N2,Wed,CSK,08:30,09:30,CF-03,SC
N2,Wed,PH,09:30,10:30,CF-03,SG
N2,Wed,M,10:30,11:30,CF-03,RM
N2,Wed,LG LAB,13:30,14:30,CS-22,SC
N1,Thu,BEE,08:30,09:30,CF-03,SKG
N1,Thu,PH,09:30,10:30,CF-03,SG
N1,Thu,CSK,10:30,11:30,CF-03,SC
N1,Thu,M,11:30,12:30,CF-03,RM
N2,Thu,BEE,08:30,09:30,CF-03,SKG
N2,Thu,PH,09:30,10:30,CF-03,SG
N2,Thu,CSK,10:30,11:30,CF-03,SC
N2,Thu,M,11:30,12:30,CF-03,RM
N1,Fri,PH,08:30,09:30,CF-03,SG
N1,Fri,CAMD,09:30,10:30,CF-03,AB
N1,Fri,MPWS,10:30,11:30,DG-08,FS
N2,Fri,PH,08:30,09:30,CF-03,SG
N2,Fri,CAMD,09:30,10:30,CF-03,AB
N2,Fri,MPWS,10:30,11:30,DG-08,FS
N1,Sat,M,08:30,09:30,CF-03,RM
N1,Sat,PH,09:30,10:30,CF-03,SG
N1,Sat,CAMD,10:30,11:30,CS-17,AB
N1,Sat,BME,14:30,15:30,CF-03,HCN
N2,Sat,M,08:30,09:30,CF-03,RM
N2,Sat,PH,09:30,10:30,CF-03,SG
N2,Sat,CAMD,10:30,11:30,CS-17,AB
N2,Sat,BME,14:30,15:30,CF-03,HCN
O1,Mon,PPS,08:30,09:30,CS-09,HM
O1,Mon,CP LAB,10:30,11:30,CS-21,HM
O1,Mon,CH,13:30,14:30,CS-09,AG
O2,Mon,PPS,08:30,09:30,CS-09,HM
O2,Mon,CAFG,10:30,11:30,CF-02,JS
O2,Mon,CH,13:30,14:30,CS-09,AG
O1,Tue,M,08:30,09:30,CS-09,ST
O1,Tue,HV LAB,09:30,10:30,CS-09,RM
O1,Tue,CP LAB,10:30,11:30,CS-21,HM
O1,Tue,CAFG,13:30,14:30,CS-09,HCN
O2,Tue,M,08:30,09:30,CS-09,ST
O2,Tue,HV LAB,09:30,10:30,CS-09,RM
O2,Tue,CAFG,10:30,11:30,CF-02,JS
O2,Tue,CAFG,13:30,14:30,CS-09,HCN
O1,Wed,CE LAB,08:30,10:30,CLG-19,VC
O1,Wed,M,13:30,14:30,CS-09,ST
O1,Wed,CH,14:30,15:30,CS-09,AG
O2,Wed,CH LAB,08:30,10:30,CG-14,AG
O2,Wed,M,13:30,14:30,CS-09,ST
O2,Wed,CH,14:30,15:30,CS-09,AG
O1,Thu,CH LAB,08:30,10:30,CG-14,AG
O1,Thu,M,13:30,14:30,CS-09,ST
O1,Thu,CH,14:30,15:30,CS-09,AG
O2,Thu,CE LAB,08:30,10:30,CLG-19,VC
O2,Thu,M,13:30,14:30,CS-09,ST
O2,Thu,CH,14:30,15:30,CS-09,AG
O1,Fri,PPS,08:30,09:30,CS-09,HM
O1,Fri,HV,09:30,10:30,CS-09,RM
O1,Fri,BCE,10:30,11:30,CS-09,VC
O1,Fri,M,13:30,14:30,CS-09,ST
O1,Fri,SWAYAM/NPTEL,14:30,15:30,,
O2,Fri,PPS,08:30,09:30,CS-09,HM
O2,Fri,HV,09:30,10:30,CS-09,RM
O2,Fri,BCE,10:30,11:30,CS-09,VC
O2,Fri,M,13:30,14:30,CS-09,ST
O2,Fri,SWAYAM/NPTEL,14:30,15:30,,
O1,Sat,CH,09:30,10:30,CS-09,AG
O1,Sat,PPS,10:30,11:30,CS-09,HM
O1,Sat,BCE,13:30,14:30,CS-09,VC
O1,Sat,Sports-I,14:30,15:30,,
O2,Sat,CH,09:30,10:30,CS-09,AG
O2,Sat,PPS,10:30,11:30,CS-09,HM
O2,Sat,BCE,13:30,14:30,CS-09,VC
O2,Sat,Sports-I,14:30,15:30,,
P1,Mon,M,09:30,10:30,CS-09,TG
P1,Mon,CH,10:30,11:30,CS-09,RS
P1,Mon,CAFG,11:30,12:30,CS-09,CAFG
P1,Mon,CE LAB,13:30,14:30,CF-17,SJ
P1,Mon,CH LAB,13:30,14:30,CG-20,RS
P2,Mon,M,09:30,10:30,CS-09,TG
P2,Mon,CH,10:30,11:30,CS-09,RS
P2,Mon,CAFG,11:30,12:30,CS-09,CAFG
P2,Mon,CE LAB,13:30,14:30,CF-17,SJ
P2,Mon,CH LAB,13:30,14:30,CG-20,RS
P1,Tue,Sports-I,08:30,09:30,,
P1,Tue,M,09:30,10:30,CS-09,TG
P1,Tue,PPS,11:30,12:30,CS-09,POS
P1,Tue,CH LAB,13:30,14:30,CG-20,RS
P1,Tue,CE LAB,13:30,14:30,CF-17,SJ
P2,Tue,Sports-I,08:30,09:30,,
P2,Tue,M,09:30,10:30,CS-09,TG
P2,Tue,PPS,11:30,12:30,CS-09,POS
P2,Tue,CH LAB,13:30,14:30,CG-20,RS
P2,Tue,CE LAB,13:30,14:30,CF-17,SJ
P1,Wed,HV,08:30,09:30,CS-09,BS
P1,Wed,PPS,09:30,10:30,CS-09,POS
P1,Wed,BCE,10:30,11:30,CS-09,SJ
P1,Wed,CH,11:30,12:30,CS-09,RS
P1,Wed,SWAYAM/NPTEL,14:30,15:30,,
P2,Wed,HV,08:30,09:30,CS-09,BS
P2,Wed,PPS,09:30,10:30,CS-09,POS
P2,Wed,BCE,10:30,11:30,CS-09,SJ
P2,Wed,CH,11:30,12:30,CS-09,RS
P2,Wed,SWAYAM/NPTEL,14:30,15:30,,
P1,Thu,M,08:30,09:30,CS-09,TG
P1,Thu,BCE,09:30,10:30,CS-09,SJ
P1,Thu,CH,10:30,11:30,CS-09,RS
P1,Thu,HV LAB,13:30,14:30,CS-09,BS
P2,Thu,M,08:30,09:30,CS-09,TG
P2,Thu,BCE,09:30,10:30,CS-09,SJ
P2,Thu,CH,10:30,11:30,CS-09,RS
P2,Thu,HV LAB,13:30,14:30,CS-09,BS
P1,Fri,CAFG,08:30,09:30,CF-02,NC
P1,Fri,CP LAB,08:30,09:30,CG-12,POS
P1,Fri,CH,11:30,12:30,CS-09,RS
P1,Fri,PPS,13:30,14:30,CS-05,POS
P2,Fri,CAFG,08:30,09:30,CF-02,NC
P2,Fri,CP LAB,08:30,09:30,CG-12,POS
P2,Fri,CH,11:30,12:30,CS-09,RS
P2,Fri,PPS,13:30,14:30,CS-05,POS
P1,Sat,CP LAB,08:30,09:30,CG-12,PS
P1,Sat,CAFG,08:30,09:30,CF-02,SPS
P1,Sat,M,11:30,12:30,CS-09,TG
P1,Sat,CAFG,13:30,14:30,CS-09,SPS
P2,Sat,CP LAB,08:30,09:30,CG-12,PS
P2,Sat,CAFG,08:30,09:30,CF-02,SPS
P2,Sat,M,11:30,12:30,CS-09,TG
P2,Sat,CAFG,13:30,14:30,CS-09,SPS
Q1,Mon,CAFG,08:30,09:30,DS-06,YD
Q1,Mon,CP LAB,08:30,09:30,CS-21,HKS
Q1,Mon,PPS,11:30,12:30,CS-18,BKS
Q1,Mon,M,13:30,14:30,CS-18,SKS
Q2,Mon,CAFG,08:30,09:30,DS-06,YD
Q2,Mon,CP LAB,08:30,09:30,CS-21,HKS
Q2,Mon,PPS,11:30,12:30,CS-18,BKS
Q2,Mon,M,13:30,14:30,CS-18,SKS
Q1,Tue,CP LAB,08:30,09:30,CS-21,BKS
Q1,Tue,CAFG,08:30,09:30,DS-06,YD
Q1,Tue,CH,11:30,12:30,CS-18,SKA
Q1,Tue,M,13:30,14:30,CT-12,SKS
Q2,Tue,CP LAB,08:30,09:30,CS-21,BKS
Q2,Tue,CAFG,08:30,09:30,DS-06,YD
Q2,Tue,CH,11:30,12:30,CS-18,SKA
Q2,Tue,M,13:30,14:30,CT-12,SKS
Q1,Wed,M,08:30,09:30,CS-18,SKS
Q1,Wed,BCE,09:30,10:30,CS-18,RR
Q1,Wed,HV LAB,10:30,11:30,CS-18,RM
Q1,Wed,PPS,13:30,14:30,CS-18,BKS
Q2,Wed,M,08:30,09:30,CS-18,SKS
Q2,Wed,BCE,09:30,10:30,CS-18,RR
Q2,Wed,HV LAB,10:30,11:30,CS-18,RM
Q2,Wed,PPS,13:30,14:30,CS-18,BKS
Q1,Thu,BCE,08:30,09:30,CS-18,RR
Q1,Thu,CH,09:30,10:30,CS-18,SKA
Q1,Thu,HV,10:30,11:30,CS-18,RM
Q1,Thu,SWAYAM/NPTEL,13:30,14:30,,
Q2,Thu,BCE,08:30,09:30,CS-18,RR
Q2,Thu,CH,09:30,10:30,CS-18,SKA
Q2,Thu,HV,10:30,11:30,CS-18,RM
Q2,Thu,SWAYAM/NPTEL,13:30,14:30,,
Q1,Fri,Sports-I,08:30,09:30,,
Q1,Fri,CAFG,09:30,10:30,CS-18,DSR
Q1,Fri,CH,10:30,11:30,CS-18,SKA
Q1,Fri,CE LAB,13:30,14:30,CF-17,VC
Q1,Fri,CH LAB,13:30,14:30,CG-14,RV
Q2,Fri,Sports-I,08:30,09:30,,
Q2,Fri,CAFG,09:30,10:30,CS-18,DSR
Q2,Fri,CH,10:30,11:30,CS-18,SKA
Q2,Fri,CE LAB,13:30,14:30,CF-17,VC
Q2,Fri,CH LAB,13:30,14:30,CG-14,RV
Q1,Sat,M,08:30,09:30,CS-18,SKS
Q1,Sat,PPS,09:30,10:30,CS-18,BKS
Q1,Sat,CH,10:30,11:30,CS-18,SKA
Q1,Sat,CH LAB,13:30,14:30,CG-14,RV
Q1,Sat,CE LAB,13:30,14:30,CF-17,NJ
Q2,Sat,M,08:30,09:30,CS-18,SKS
Q2,Sat,PPS,09:30,10:30,CS-18,BKS
Q2,Sat,CH,10:30,11:30,CS-18,SKA
Q2,Sat,CH LAB,13:30,14:30,CG-14,RV
Q2,Sat,CE LAB,13:30,14:30,CF-17,NJ
R1,Mon,BCE,09:30,10:30,CS-18,RR
R1,Mon,M,10:30,11:30,CS-18,GT
R1,Mon,CAFG,11:30,12:30,CS-18,YD
R1,Mon,Sports-I,13:30,14:30,,
R2,Mon,BCE,09:30,10:30,CS-18,RR
R2,Mon,M,10:30,11:30,CS-18,GT
R2,Mon,CAFG,11:30,12:30,CS-18,YD
R2,Mon,Sports-I,13:30,14:30,,
R1,Tue,HV,08:30,09:30,CS-18,RB
R1,Tue,BCE,09:30,10:30,CS-18,RR
R1,Tue,CH,10:30,11:30,CS-18,PP
R1,Tue,PPS,12:30,13:30,CS-18,PS
R1,Tue,M,13:30,14:30,CS-18,GT
R2,Tue,HV,08:30,09:30,CS-18,RB
R2,Tue,BCE,09:30,10:30,CS-18,RR
R2,Tue,CH,10:30,11:30,CS-18,PP
R2,Tue,PPS,12:30,13:30,CS-18,PS
R2,Tue,M,13:30,14:30,CS-18,GT
R1,Wed,CP LAB,08:30,09:30,CS-22,RB
R1,Wed,CAFG,08:30,09:30,CS-17,AB
R1,Wed,PPS,12:30,13:30,CS-18,PS
R1,Wed,SWAYAM/NPTEL,14:30,15:30,,
R2,Wed,CP LAB,08:30,09:30,CS-22,RB
R2,Wed,CAFG,08:30,09:30,CS-17,AB
R2,Wed,CH,12:30,13:30,CS-18,PP
R2,Wed,SWAYAM/NPTEL,14:30,15:30,,
R1,Thu,CAFG,08:30,09:30,CS-17,YD
R1,Thu,CP LAB,08:30,09:30,CS-22,PS
R1,Thu,CH,11:30,12:30,CS-18,PP
R1,Thu,PPS,13:30,14:30,CS-18,PS
R2,Thu,CAFG,08:30,09:30,CS-17,YD
R2,Thu,CP LAB,08:30,09:30,CS-22,PS
R2,Thu,CH,11:30,12:30,CS-18,PP
R2,Thu,PPS,13:30,14:30,CS-18,PS
R1,Fri,CE LAB,08:30,09:30,CF-17,VC
R1,Fri,CH LAB,08:30,09:30,CG-20,BS
R1,Fri,CH,11:30,12:30,CS-18,PP
R1,Fri,M,13:30,14:30,CS-18,GT
R1,Fri,PPS,13:30,14:30,CS-18,PS
R2,Fri,CE LAB,08:30,09:30,CF-17,VC
R2,Fri,CH LAB,08:30,09:30,CG-20,BS
R2,Fri,CH,11:30,12:30,CS-18,PP
R2,Fri,M,13:30,14:30,CS-18,GT
R2,Fri,PPS,13:30,14:30,CS-18,PS
R1,Sat,CH LAB,08:30,09:30,CG-20,SHK
R1,Sat,CE LAB,08:30,09:30,CF-17,RR
R1,Sat,HV LAB,11:30,12:30,CS-18,RB
R1,Sat,M,13:30,14:30,CS-18,GT
R2,Sat,CH LAB,08:30,09:30,CG-20,SHK
R2,Sat,CE LAB,08:30,09:30,CF-17,RR
R2,Sat,HV LAB,11:30,12:30,CS-18,RB
R2,Sat,M,13:30,14:30,CS-18,GT
S1,Mon,CH,09:30,10:30,CT-13,RV
S1,Mon,M,10:30,11:30,CT-13,VS
S1,Mon,PPS,11:30,12:30,CT-13,PS
S1,Mon,Sports-I,13:30,14:30,,
S2,Mon,CH,09:30,10:30,CT-13,RV
S2,Mon,M,10:30,11:30,CT-13,VS
S2,Mon,PPS,11:30,12:30,CT-13,PS
S2,Mon,Sports-I,13:30,14:30,,
S1,Tue,BCE,09:30,10:30,CT-13,NJ
S1,Tue,CH,10:30,11:30,CT-13,RV
S1,Tue,PPS,11:30,12:30,CT-13,PS
S1,Tue,HV,13:30,14:30,CG-08,VS
S2,Tue,BCE,09:30,10:30,CT-13,NJ
S2,Tue,CH,10:30,11:30,CT-13,RV
S2,Tue,PPS,11:30,12:30,CT-13,PS
S2,Tue,HV,13:30,14:30,CG-08,VS
S1,Wed,M,08:30,09:30,CT-13,VS
S1,Wed,HV LAB,09:30,10:30,CT-13,VS
S1,Wed,CP LAB,10:30,11:30,CS-22,PS
S1,Wed,CAFG,10:30,11:30,CF-02,AP
S1,Wed,PPS,13:30,14:30,CT-13,PS
S2,Wed,M,08:30,09:30,CT-13,VS
S2,Wed,HV LAB,09:30,10:30,CT-13,VS
S2,Wed,CP LAB,10:30,11:30,CS-22,PS
S2,Wed,CAFG,10:30,11:30,CF-02,AP
S2,Wed,PPS,13:30,14:30,CT-13,PS
S1,Thu,SWAYAM/NPTEL,08:30,10:30,,
S1,Thu,CAFG,10:30,11:30,CF-02,DSR
S1,Thu,CP LAB,10:30,11:30,CS-22,BKC
S1,Thu,CAFG,13:30,14:30,CS-08,DSR
S2,Thu,SWAYAM/NPTEL,08:30,10:30,,
S2,Thu,CAFG,10:30,11:30,CF-02,DSR
S2,Thu,CP LAB,10:30,11:30,CS-22,BKC
S2,Thu,CAFG,13:30,14:30,CS-08,DSR
S1,Fri,CH,09:30,10:30,CT-13,RV
S1,Fri,CE LAB,10:30,11:30,CLG-19,RR
S1,Fri,CH LAB,10:30,11:30,CG-14,RM
S1,Fri,M,13:30,14:30,CT-13,VS
S1,Fri,BCE,13:30,14:30,CT-13,NJ
S2,Fri,CH,09:30,10:30,CT-13,RV
S2,Fri,CE LAB,10:30,11:30,CLG-19,RR
S2,Fri,CH LAB,10:30,11:30,CG-14,RM
S2,Fri,M,13:30,14:30,CT-13,VS
S2,Fri,BCE,13:30,14:30,CT-13,NJ
S1,Sat,CH,09:30,10:30,CT-12,RV
S1,Sat,CH LAB,10:30,11:30,CG-14,PP
S1,Sat,CE LAB,10:30,11:30,CLG-19,NJ
S1,Sat,M,11:30,12:30,CT-13,VS
S2,Sat,CH,09:30,10:30,CT-12,RV
S2,Sat,CH LAB,10:30,11:30,CG-14,PP
S2,Sat,CE LAB,10:30,11:30,CLG-19,NJ
S2,Sat,M,11:30,12:30,CT-13,VS
T1,Mon,M,08:30,09:30,CS-04,GT
T1,Mon,PPS,10:30,11:30,CS-04,RKC
T1,Mon,BCE,11:30,12:30,CS-04,AA
T1,Mon,HV,13:30,14:30,CS-04,SHB
T2,Mon,M,08:30,09:30,CS-04,GT
T2,Mon,PPS,10:30,11:30,CS-04,RKC
T2,Mon,BCE,11:30,12:30,CS-04,AA
T2,Mon,HV,13:30,14:30,CS-04,SHB
T1,Tue,CH,09:30,10:30,CS-04,SKA
T1,Tue,PPS,10:30,11:30,CS-04,RKC
T1,Tue,HV LAB,11:30,12:30,CS-04,SHB
T1,Tue,Sports-I,14:30,15:30,,
T2,Tue,CH,09:30,10:30,CS-04,SKA
T2,Tue,PPS,10:30,11:30,CS-04,RKC
T2,Tue,HV LAB,11:30,12:30,CS-04,SHB
T2,Tue,Sports-I,14:30,15:30,,
T1,Wed,CH,08:30,09:30,CS-04,SKA
T1,Wed,CE LAB,10:30,11:30,CF-17,AA
T1,Wed,CH LAB,10:30,11:30,CG-20,SKA
T1,Wed,SWAYAM/NPTEL,14:30,15:30,,
T2,Wed,CH,08:30,09:30,CS-04,SKA
T2,Wed,CE LAB,10:30,11:30,CF-17,AA
T2,Wed,CH LAB,10:30,11:30,CG-20,SKA
T2,Wed,SWAYAM/NPTEL,14:30,15:30,,
T1,Thu,CH,08:30,09:30,CS-04,SKA
T1,Thu,M,09:30,10:30,CS-04,GT
T1,Thu,CH LAB,10:30,11:30,CG-20,AG
T1,Thu,CE LAB,10:30,11:30,CF-17,AA
T1,Thu,CAFG,13:30,14:30,CS-04,SS
T2,Thu,CH,08:30,09:30,CS-04,SKA
T2,Thu,M,09:30,10:30,CS-04,GT
T2,Thu,CH LAB,10:30,11:30,CG-20,AG
T2,Thu,CE LAB,10:30,11:30,CF-17,AA
T2,Thu,CAFG,13:30,14:30,CS-04,SS
T1,Fri,BCE,08:30,09:30,CS-04,AA
T1,Fri,PPS,09:30,10:30,CS-04,RKC
T1,Fri,M,10:30,11:30,CS-04,GT
T1,Fri,CP LAB,11:30,12:30,CS-21,BKC
T1,Fri,CAFG,11:30,12:30,DS-06,YD
T2,Fri,BCE,08:30,09:30,CS-04,AA
T2,Fri,PPS,09:30,10:30,CS-04,RKC
T2,Fri,M,10:30,11:30,CS-04,GT
T2,Fri,CP LAB,11:30,12:30,CS-21,BKC
T2,Fri,CAFG,11:30,12:30,DS-06,YD
T1,Sat,CH,09:30,10:30,CS-04,SKA
T1,Sat,M,10:30,11:30,CS-04,GT
T1,Sat,CAFG,13:30,14:30,CF-02,DSR
T1,Sat,CP LAB,13:30,14:30,CG-12,BKC
T2,Sat,CH,09:30,10:30,CS-04,SKA
T2,Sat,M,10:30,11:30,CS-04,GT
T2,Sat,CAFG,13:30,14:30,CF-02,DSR
T2,Sat,CP LAB,13:30,14:30,CG-12,BKC
U1,Mon,CP LAB,08:30,10:30,CG-12,POS
U1,Mon,M,13:30,14:30,CT-13,TG
U1,Mon,CH,14:30,15:30,CT-13,SHK
U2,Mon,CAFG,08:30,10:30,CF-02,JS
U2,Mon,M,13:30,14:30,CT-13,TG
U2,Mon,CH,14:30,15:30,CT-13,SHK
U1,Tue,CE LAB,08:30,10:30,CLG-19,VC
U1,Tue,BCE,12:30,13:30,CS-04,VC
U1,Tue,CH,14:30,15:30,CS-04,SHK
U2,Tue,CH LAB,08:30,10:30,CG-14,BS
U2,Tue,BCE,12:30,13:30,CS-04,VC
U2,Tue,CH,14:30,15:30,CS-04,SHK
U1,Wed,SWAYAM/NPTEL,08:30,10:30,,
U1,Wed,HV LAB,10:30,11:30,CT-13,TG
U1,Wed,M,11:30,12:30,CT-13,TG
U1,Wed,CH,14:30,15:30,CS-04,SHK
U1,Wed,CAFG,14:30,15:30,CT-13,AB
